productcode,productprice,productprice
LLVT-8FT-100W-40K-D,281.74,
LLVT-8FT-100W-50K-D,281.74,
LLVT-8FT-65W-40K-D,274.74,
LLVT-8FT-65W-50K-D,274.74,
LLVT-8FT-68W-40K-D,213.74,
LLVT2-4FT-36W-35K-D,88.74,
LLVT2-4FT-36W-40K-D,88.74,
LLVT2-4FT-36W-50K-D,88.74,
LLVT2-4FT-40W-40K-D,98.74,
LLW-RGBCTR,35.0,
LMW-12W-30K,47.74,
LMW-12W-30K-WH,63.74,
LMW-12W-40K,47.74,
LMW-12W-40K-WH,63.74,
LMW-12W-50K,47.74,
LMW-12W-50K-WH,63.74,
LNS-4FT-40-40-F,65.0,
LNS-4FT-40-50-F,65.0,
LNS-8FT-65-40-F,109.2,
LOD-12RPL-24W-3CCT-G-V1,34.65,
LOD-12WT83FT-KB,8.67,
LOD-12WT84FT-40KAB,7.02,
LOD-14PL-40W50K-BSHL2,55.28,
LOD-22PL25WP-K,51.15,
LOD-24MWT24W-35K,73.43,
LOD-24MWT24W-40K,73.43,
LOD-24MWT24W-50K,73.43,
LOD-24PL40WP-K,75.9,
LOD-29W22TR-40K,51.98,
LOD-29W22TR-50K,51.98,
LOD-2FTSL22WDF-30K-V2,47.85,
LOD-2FTSL22WDF-40K-V2,47.85,
LOD-2FTSL22WDF-50K-V2,47.85,
LOD-36WT88FTC-50KB,23.1,
LOD-36WT88FTF-40KB,23.1,
LOD-36WT88FTF-50KB,23.1,
LOD-39W24TR-50K,64.5,
LOD-4FT17W-KA,6.6,
LOD-4FTSL36WF-40K-V2,51.15,
LOD-4FTSL36WF-50K-V2,51.15,
LOD-5FT26W-40K,24.75,
LOD-5FT26W-50K,24.75,
LOD-6FT26W-50K,26.4,
LOD-7RPL-12W-3CCT-G-V1,24.75,
LOD-8FTSL68WDF-50K,87.45,
LOD-8FTSL72WDF-40K-V2,92.4,
LOD-8FTSL72WDF-50K-V2,92.4,
LOD-9RPL-18W-3CCT-G-V1,28.05,
LOD-9SPL-18W-3CCT-G-V1,28.05,
LOD-AWP-100W-50K-LV-V2,140.25,
LOD-AWP-30W-50K-LV-V12,69.3,
LOD-AWP-50W-50K-LV-V12,85.8,
LOD-AWP-75W-50K-LV-V12,123.75,
LOD-BHPL-7W50K,11.55,
LOD-C08-M1218,6.2,
LOD-C4FT22W,33.0,
LOD-C5FT24W,34.65,
LOD-C6FT30W,37.95,
LOD-CP70WD50K,87.45,
LOD-DL4-10W30K,7.02,
LOD-DL4-10W40K,7.02,
LOD-DL4-10W50K,7.02,
LOD-DL4-9W27K,7.43,
LOD-DL4E-10WD-E26,7.43,
LOD-DL4EB-10W30K,14.85,
LOD-DL4EB-10W50K,14.85,
LOD-DL4G-10WD50K,7.43,
LOD-DL4GB-AD10W-50K,15.68,
LOD-DL4RS-AD10W-30K,14.03,
LOD-DL56-15W30K,7.43,
LOD-DL56-15W40K,7.43,
LOD-DL56-15W50K,7.43,
LOD-DL56SM-AD10W-30K,8.25,
LOD-DL6EB-15W30K,16.5,
LOD-DL6EB-15W50K,16.5,
LOD-DL6RF-D15W-40K,21.45,
LOD-DL6RF-D15W-50K,21.45,
LOD-DL6SM-15W50K,12.38,
LOD-DL8RF-D30W-40K,41.25,
LOD-DL8RF-D30W-50K,41.25,
LOD-EXT82FD-10W40KF-1,10.32,
LOD-EXT82FD-10W50KF-1,10.32,
LOD-EXT84FD-15W40KF-1,10.32,
LOD-EXT84FD-15W50KF-1,10.32,
LOD-FL-100W50K-HL,173.25,
LOD-FL-10W50K-HL,31.35,
LOD-FL-150W50K-HL,206.25,
LOD-FL-200W50K-HL,247.5,
LOD-FL-30W50K-HL,59.4,
LOD-FL-50W50K-HL,87.45,
LOD-GDMT82F-8.5W-KF,9.9,
LOD-GDMT84F-12W-KF-YM2,7.02,
LOD-GDMT84F-12W40KF-B,7.02,
LOD-GDMT84F-17W-F-YM2,6.6,
LOD-GDMT84F-17W35KF-YM,6.6,
LOD-GT82F10W-DM40KF,8.67,
LOD-HB115W-50K,165.0,
LOD-HLAL-T3100WD50K-V2,156.75,
LOD-HLAL-T3150WD50K-V2,198.0,
LOD-HLAL-T375WD50K-V2,136.95,
LOD-HLHB-120W50K-SVA,123.75,
LOD-HLHB-150W50K-SVA,132.0,
LOD-HLHB-200W50K-SVA,181.5,
LOD-HLHB-250W50K-SVA,214.5,
LOD-HLSA-T2100WD50K-V2,165.0,
LOD-HLSA-T2150WD50K-V2,231.0,
LOD-HLSA-T250WD50K-V2,132.0,
LOD-KFL-20W-50K-LV-V11,42.9,
LOD-KFL-30W-50K-LV-V11,51.15,
LOD-KFL-50W-50K-LV-V11,85.8,
LOD-KFL45W-50LV-00,82.5,
LOD-LB60W-50K,103.95,
LOD-LB80W-50K,135.3,
LOD-LHB110W-50K,95.7,
LOD-LHB160W-50K,140.25,
LOD-LHB160W-50K-4FT,156.75,
LOD-LHB160W-50K-HL,231.0,
LOD-LHB220W-50K,198.0,
LOD-LHB220W-50K-HL,297.0,
LOD-LHB320W-50K-HL,412.5,
LOD-LNHB-LHBP50W-50K,128.7,
LOD-MAAL-100W-50K-TPIII-SBA,198.0,
LOD-MAAL-150W-50K-TPIII-SBA,222.75,
LOD-MAAL-150W-50K-TPIII-SEA,354.75,
LOD-MAAL-240W-50K-TPIII-SBA,305.25,
LOD-MAAL-300W-50K-TPIII-SBA,371.25,
LOD-MAAL-300W-50K-TPIII-SEA,478.5,
LOD-MASQ-40WSAD50K-HL,80.85,
LOD-MCL-100W50KHL,94.05,
LOD-MCL-12W50KHL-V2,37.95,
LOD-MCL-20W50KHL,26.4,
LOD-MCL-27W50KHL,42.9,
LOD-MCL-27W50KHL-V2,52.8,
LOD-MCL-36W50KHL,51.15,
LOD-MCL-36W50KHL-V2,66.0,
LOD-MCL-45W50KHL,57.75,
LOD-MCL-45W50KHL-V2,72.6,
LOD-MCL-54W50KHL,62.7,
LOD-MCL-54W50KHL-V2,79.2,
LOD-MCL-63W50KHL-V2,85.8,
LOD-MTRT-2FT25WX2,29.7,
LOD-MTRT-4FT36WX2-4000K,33.0,
LOD-MTRT-4FT36WX2-5000K,33.0,
LOD-MTRT-4FT50WX2-5000K,39.6,
LOD-MWP-15W30K-HL,34.65,
LOD-MWP-15W40K-HL,34.65,
LOD-MWP-15W50K,34.65,
LOD-MWP-15W50K-HL,33.0,
LOD-MWP-25W30K-HL,36.3,
LOD-MWP-25W40K-HL,36.3,
LOD-MWP-25W50K,34.65,
LOD-MWP-25W50K-HL,33.0,
LOD-MWP-26W40K,34.65,
LOD-MWP-8W50K-HL,33.0,
LOD-PT-150W-50K-LV-V12,239.25,
LOD-PT-60W-50K-LV-V12,198.0,
LOD-PT-80W-50K-LV-V12,214.5,
LOD-RT100W50K-HL,153.45,
LOD-RT150W50K-HL,173.25,
LOD-SPGT84F-12W40KF,7.02,
LOD-T54FT-14W50K,11.55,
LOD-T54FT-25W50K,11.97,
LOD-U-2FT18W-40K,15.68,
LOD-U-2FT18W-50K,15.68,
LOD-VT2FT30WNS-50K,57.75,
LOD-VT4FT40WNS-40KV2,75.9,
LOD-VT4FT40WNS-50K,77.55,
LOD-VT4FT40WNS-50KV2,75.9,
LOD-WP-120WSAD50K-HL,173.25,
LOD-WP-120WSAD50K-HLV2,151.8,
LOD-WP-40WSAD50K-HLV2,74.25,
LOD-WP-60WSAD50K-HLV2,94.05,
LOD-WP-80WSAD50K-HLV2,123.75,
LOD-WP-90WSAD50K-HL,153.45,
LOD-WP80W-50K,103.95,
LOHB-2FT-50W-30K,156.74,
LOHB-2FT-50W-50K,156.74,
LOHB-4FT-120W-30K,242.74,
LOHB-4FT-120W-50K,242.74,
LP-1X4-40W-27K-DS,69.74,
LP-1X4-40W-35K-DS,69.74,
LP-1X4-40W-40K-DS,69.74,
LP-1X4-40W-50K-DS,69.74,
LP-2X2-40W-27K-DS,47.74,
LP-2X2-40W-35K-DS,47.74,
LP-2X2-40W-40K-D-HL,84.74,
LP-2X2-40W-40K-DS,47.74,
LP-2X2-40W-50K-D-HL,84.74,
LP-2X2-40W-50K-DS,47.74,
LP-2X2-MW-35K-DS,65.74,
LP-2X2-MW-40K-DS,62.74,
LP-2X2-MW-50K-DS,62.74,
LP-2X4-50W-40K-D-HL,108.74,
LP-2X4-50W-50K-D-HL,108.74,
LP-2X4-60W-27K-DS,81.74,
LP-2X4-60W-35K-DS,81.74,
LP-2X4-60W-40K-DS,81.74,
LP-2X4-60W-50K-DS,81.74,
LP-2X4-72W-27K-DS,101.74,
LP-2X4-72W-35K-DS,101.74,
LP-2X4-72W-40K-DS,101.74,
LP-2X4-72W-50K-DS,101.74,
LP-2X4-MW-35K-DS,99.74,
LP-2X4-MW-40K-DS,92.74,
LP-2X4-MW-50K-DS,92.74,
LPL-EB-14W-H-L-40K,13.74,
LPL-EB-14W-V-40K,13.74,
LPL-EB-9W-H-40K,11.74,
LPL-MB-14W-H-L-40K,13.74,
LPL-MB-14W-V-40K,13.74,
LPL-MB-9W-H-40K,11.74,
LPRF22-40-LG,286.0,
LPRF22-40-NL,260.0,
LPRF24-50-LG,208.0,
LPRF24-50-NL,187.2,
LPS-1X1-30K-D,51.74,
LPS-1X1-40K-D,51.74,
LPS-1X1-50K-D,51.74,
LPS-1X2-30K-D-,73.74,
LPS-1X2-40K-D-,73.74,
LPS-1X2-50K-D,73.74,
LPS-1X4-30K-D,98.74,
LPS-1X4-40K-D,98.74,
LPS-1X4-50K-D,98.74,
LPS-2X2-30K-D,92.74,
LPS-2X2-40K-D,92.74,
LPS-2X2-50K-D,92.74,
LPS-2X4-30K-D,140.74,
LPS-2X4-40K-D,140.74,
LPS-2X4-50K-D,140.74,
LPS-S4-30K,21.74,
LPS-S4-40K,21.74,
LPS-S4-50K,21.74,
LPS-S6-30K,25.74,
LPS-S6-40K,25.74,
LPS-S6-50K,25.74,
LPS-S8-30K,39.74,
LPS-S8-40K,39.74,
LPS-S8-50K,39.74,
LR-ECO-20W-30K-P,52.74,
LR-ECO-20W-50K-P,52.74,
LR2-120CW-P,215.74,
LR2-50CW-P,126.74,
LR2-80CW-P,166.74,
LRDW120-,228.79,
LRDW30-,116.99,
LRDW80-,168.99,
LRK22D2335,47.5,$42.00
LRK22D2341,67.83,
LRK22D2350,47.5,
LRK24D4035,101.08,
LRK24D4041,101.08,$76.00
LRK24D4050,101.08,$76.00
LRS-A-30K-PC,40.74,
LRS-A-40K-PC,40.74,
LRS-B-30K-PC,32.74,
LRS-B-40K-PC,32.74,
LRS-C-30K-D,52.74,
LRS-C-40K-D,52.74,
LRS-D-30K-D,66.74,
LRS-D-40K-D,66.74,
LRT-HL-2X2-40W-40K-D,83.74,
LRT-HL-2X4-50W-40K-D,130.74,
LS-158-BZ,47.74,
LS-158-SS,47.74,
LS-159-BZ,47.74,
LS-4835U-40,61.18,
LS-4835U-50,61.18,$46.00
LS-4846U-50,74.48,
LSL-2FT-20W-35K-D,46.74,
LSL-2FT-20W-40K-D,46.74,
LSL-2FT-20W-50K-D,46.74,
LSL-4-40-40K,61.25,
LSL-4FT-40W-35K-D,52.74,
LSL-4FT-40W-40K-D,52.74,
LSL-4FT-40W-50K-D,52.74,
LSL-8FT-64W-40K-D,112.74,
LSL-8FT-64W-50K-D,112.74,
LSP-4FT-40W-40K,46.74,
LSS-2FT-20W-MCT,42.74,
LSS-4FT-25W-MCT,45.74,
LSS-4FT-32W-MCT,49.74,
LSS-4FT-46W-MCT,57.74,
LSS1XT8USE4802,14.8,
LSS2XT8USE4803,16.92,
LSU2XT8USE4806,31.72,
LSU3XT8USE4806,31.72,
LSU4U2540,75.81,
LSU4U2550,75.81,
LSU4U3540,85.12,
LSU4U3550,85.12,
LSU4U4540,91.77,$69.00
LSU4U4550,91.77,
LSU4XT8USE4812,54.53,
LSUECO-4NU4050,33.75,
LSV2U2540,70.49,
LSV2U2550,70.49,
LSV2XT8USE4806,41.23,
LSV3XT8USE4806,43.89,
LSV4U2540,86.45,
LSV4U2550,86.45,
LSV4U3540,93.1,$70.00
LSV4U3550,93.1,$70.00
LSV4U4540,102.41,$77.00
LSV4U4550,102.41,$77.00
LSW-22CW-PC,67.74,
LSW-22WW-PC,67.74,
LSW-30CW-PC,81.74,
LSW-30WW-PC,81.74,
LTA15-20027MB,286.42,
LTA15-50027MB-90,429.94,
LTA15C350-MB,336.34,
LTA19-50027MB,350.69,
LTA19-800-MB,399.36,
LTA19S50024MB,399.36,
LTA19S80027MB,441.79,
LTB10-200-CB,262.08,
LTB10-35027CB-90,346.94,
LTB10-50027MB,392.5,
LTCA10-200CB,262.08,
LTCA10-500-MB,392.5,
LTCA10F35024CB,306.38,
LTG165-200-MB,286.42,
LTG165-350-,350.69,
LTG165-500-,398.11,
LTG25-35027MB,398.11,
LTG25S35027MB,145.39,
LTG25V35022MB,433.06,
LTG40C35027MB,436.18,
LTR-2X2-40W-35K,81.74,
LTR-2X2-40W-40K,81.74,
LTR-2X2-40W-50K,81.74,
LTR-2X4-50W-35K,105.74,
LTR-2X4-50W-40K,105.74,
LTR-2X4-50W-50K,105.74,
LTRD10C35027MB,412.46,
LTRD14V35022MB-90,448.03,
LTRP-2X2-35W-40K-D,52.74,
LTRP-2X2-35W-50K-D,52.74,
LTRP-2X4-50W-40K-D,90.74,
LTRP-2X4-50W-50K-D,90.74,
LTS-22H-840,76.7,
LTS-22H-850,76.7,
LTS-24H-840,97.5,
LTS-24H-850,97.5,
LTS-24L(34S)-840,97.5,
LTS-24L(34S)-850,97.5,
LTS14,288.96,
LTS14-100-MB,257.71,
LTS14-150-MB,271.44,
LTST19V35022MB,469.87,
LTST21V35022MB,448.03,
LTTB10C35027MB,469.87,
LTTB10V20022MB,431.18,
LTTB6V20022CB-90,385.01,
LTTB9-200-MB,824.93,
LTVC19V35022MB,394.37,
LTW-50CW,134.74,
LV4-DM-E,175.0,
LVB-12-MCT-BN,68.74,
LVB-12-MCT-PC,68.74,
LVB-18-MCT-BN,76.74,
LVB-18-MCT-PC,76.74,
LVB-24-MCT-BN,87.74,
LVB-24-MCT-PC,87.74,
LVB-36-MCT-BN,99.74,
LVB-36-MCT-PC,99.74,
LVL-2FT-17W-30K-D,45.74,
LVL-2FT-17W-40K-D,45.74,
LVT-4H(52S)-840,97.5,
LVT-4H(52S)-850,97.5,
LVT-4L(45S)-840,94.9,
LVT-4L(45S)-850,94.9,
LVT-4VL(25S)-840,89.7,
LVT-4VL(25S)-850,89.7,
LVTH4CL40-850-3S-LED-,110.49,
LVTH4CL80-850-3S-LED-,129.99,
LW360-25W-30K,91.74,
LW360-25W-50K,91.74,
LW360-40W-30K,108.74,
LW360-40W-50K,108.74,
LW360-60W-30K,167.74,
LW360-60W-50K,167.74,
LW360-80W-30K,189.74,
LW360-80W-50K,189.74,
LWA-120CW,271.74,
LWA-120NW,271.74,
LWA-120WW,271.74,
LWA-12CW,60.74,
LWA-12CW-WH,67.74,
LWA-12NW,60.74,
LWA-12WW,60.74,
LWA-12WW-WH,67.74,
LWA-20CW,78.74,
LWA-20CW-WH,85.74,
LWA-20NW,78.74,
LWA-20WW,78.74,
LWA-20WW-WH,85.74,
LWA-30CW,90.74,
LWA-30CW-WH,88.74,
LWA-30WW,90.74,
LWA-30WW-WH,88.74,
LWA-50CW,108.74,
LWA-50CW-WH,153.74,
LWA-50NW,108.74,
LWA-50WW,108.74,
LWA-50WW-WH,153.74,
LWA-80CW,161.74,
LWA-80NW,161.74,
LWA-80WW,161.74,
LWP2-50CW,156.74,
LWP2-50NW,156.74,
LWP2-50WW,156.74,
LWP2-80CW,197.74,
LWP2-80NW,197.74,
LWP2-80WW,197.74,
LX5,99.99,
MAL02150W27V50KD-T3,191.8,
MAL02200W27V50KD-T3,207.2,
MAL02250W27V50KD-T3,270.2,
MAL02300W27V50KD-T3,313.6,
MAL02350W27V50KD-T3,412.3,
MAL04100W27V50KD-T3,119.0,
MAL04150W27V50KD-T3,156.1,
MAL04200W27V50KD-T3,172.2,
MAL04250W27V50KD-T3,234.5,
MAL04300W27V50KD-T3,268.1,
MAL0445W27V50KD-T3,97.3,
MAL0470W27V50KD-T3,105.0,
MCP0330W27V50KWDPG,72.24,
MCP0360W27V50KWDPG,87.5,
MCP0527W27V50KD,48.58,
MCP0540W27V50KD,51.52,
MCP0560W27V50KD,59.5,
MINIKINTAIRC,99.99,
MINISTROBELED,29.99,
ML100S,65.0,
ML10S,35.0,
ML1E242DARBK27,32.5,
ML20S,37.5,
ML2E242TR,35.25,
ML2LA17MAWHP927,28.75,
ML2LA23LCBNIP927,37.5,
ML2LA23LCWHP927,37.5,
ML2LA23LTNBNI927,32.5,
ML2LA23LTRBNI827,32.5,
ML2LA23LTRORB827,35.0,
ML2LA23LTRORB927,35.0,
ML2LA23LTRWH827,31.25,
ML2LA23LTRWH927,35.0,
ML35S,40.0,
ML3LA23MALBNI927,30.63,
ML40S,43.75,
ML4LASMSB14827,35.25,
ML4LE171RLBK27MSC-V2,35.25,
ML4LS10SOLW,17.5,
ML4LS12SRLBK827,29.93,
ML50S,45.0,
ML60S,52.5,
ML75S,55.0,
ML8E303TU-27-V2,54.53,
ML8LARBN30830,49.88,
ML9E101CCBZ27-V2,20.95,
ML9E101CCNI27-V2,20.95,
ML9E101CCWH27-V2,20.95,
ML9LA17LCNBNI927,49.21,
ML9LA23LCNBNI927,65.17,
ML9LAFBN09827,31.92,
ML9LARBN23830,41.23,
MLFP14DI3640ICL,127.68,
MLFP14EP3035,58.52,
MLFP14EP3041,58.52,$44.00
MLFP14EP3050,58.52,
MLFP14EP3541,63.84,$48.00
MLFP22EP3035,52.54,$31.00
MLFP22EP3041,52.54,$31.00
MLFP22EP3050,52.54,
MLFP24EP4035,65.84,$49.50
MLFP24EP4041,65.84,$49.50
MLFP24EP4050,65.84,$49.50
MLFP24EP4835-V2,98.42,
MLFP24EP4841-V2,98.42,
MLFP24EP4850-V2,98.42,
MLH0313027V50KCD,101.36,
MLH0318027V50KCD,126.28,
MLH0320527V50KCD,148.96,
MLH0330027V50KCD,199.64,
MLH039027V50KCD,78.68,
MLIT22D2535,127.68,
MLIT22D2540,127.68,
MLIT24D3235,176.89,
MLIT24D3240,176.89,
MLLBA,0.0,
MLLBA-0001,5.0,
MLLBA-0002,1.56,
MLLBA-0003,1.56,
MLLBA-0004,1.25,
MLLBA-0005,3.13,
MLLBA-0006,4.38,
MLLBA-0007,2.5,
MLLBA-0008,1.25,
MLLBA-0009,5.0,
MLLBA-0015,0.94,
MLLBA-0022,1.25,
MLLBA-0029,6.25,
MLLBA-0057,6.25,
MLRP24E4035D,113.05,
MLRP24E4035I,127.68,
MLRP24E4040D,113.05,
MLRT22D3240,62.51,
MLRT22D3250,45.0,
MLRT24D4240,83.79,
MLRT24D4250,83.79,
MLVPC14LED50C,127.68,
MLVT22D3635-SB,59.85,
MLVT22D3640-SB,59.85,
MLVT24D4535-SB,87.78,
MLVT24D4540-SB,87.78,
MM2-927-FL-DIM120,33.12,
MM2-930-FL-DIM120,33.12,
MM2-935-FL-DIM120,33.12,
MM2-940-FL-DIM120,33.12,
MM630U-50FDG,1685.11,
MP-AR100-40,356.44,
MP-AR100-50,356.44,
MP-AR150-40,486.78,
MP-AR150-50,486.78,
MP-AR200-40,610.47,
MP-AR200-50,610.47,
MP-AR250-40,760.76,
MP-AR250-50,760.76,
MP-AR300-40,843.22,
MP-AR300-50,843.22,
MP-CP28U-40,206.15,
MP-CP28U-50,206.15,
MP-CP55U-40,232.75,
MP-CP55U-50,232.75,
MP-SM100-40,279.3,
MP-SM100-50,279.3,
MP-SM28-40,212.8,
MP-SM28-50,212.8,
MP-SM55-40,299.25,
MP-SM55-50,299.25,
MPL1014,83.2,
MR11NFL3-827-LED,7.5,
MR11NFL3-830-LED,7.5,
MR11NFL3-840-LED,7.5,
MR11NFL3-850-LED,7.5,
MR16-400L-27K-D,5.52,
MR16-400L-30K-D,5.52,
MR16-400L-41K-D,5.52,
MR16-400L-50K-D,5.52,
MR16-500L-C90-30K-D,8.3,
MR16-500L-C90-40K-D,8.3,
MR16-500L-C90-50K-D,8.3,
MR16-50WE-6.5WD27K-B38,5.37,
MR16-50WE-6.5WD50K-B38,5.37,
MR16-5W-RGB,19.74,
MR16FL4-827-GU10-LED,10.39,
MR16FL4-827-LED2,9.74,
MR16FL4-830-GU10-LED,10.39,
MR16FL4-830-LED2,9.74,
MR16FL4-840-GU10-LED,10.39,
MR16FL4-850-GU10-LED,10.39,
MR16FL4-850-LED2,9.74,
MR16FL6-827-GU10-LED,10.39,
MR16FL6-827-LED2,11.04,
MR16FL6-830-GU10-LED,10.39,
MR16FL6-830-LED2,11.04,
MR16FL6-840-GU10-LED,10.39,
MR16FL6-850-GU10-LED,10.39,
MR16FL6-850-LED2,11.04,
MR16NFL6-830-LED2,11.04,
MRL01100W27V40KSGP0T3,144.34,
MRL0170W27V40KSGP0T3,125.44,
MSO-IP66-KN,121.74,
MSO-REMOTE1,108.74,
MTM00506224C,17.55,
MTM016006227C,29.25,
MTM04506227C,52.65,
MWAVEDH-DIM10V-MT,40.0,
MWP0830W27V50KD,65.94,
MWP0840W27V50KD,68.88,
MWP0865W27V50KD,75.6,
MWP0890W27V50KD,101.92,
NCLEDTRACK,1.5,
NYELXTEUR-EM,60.0,
NYKXTEU,72.5,
NYRELZXTE-EM,93.75,
NYXTEU3RWEM,38.06,
PAR20-50WE-7WD27K,4.13,
PAR20-50WE-7WD50K-B25,4.13,
PAR20-7W-30K-D,3.74,
PAR30-60WE-12WD27K,4.54,
PAR30-LN-10W-30K-D,4.74,
PAR30-LN-10W-50K-D,4.74,
PAR30-SN-10W-30K-D,4.74,
PAR30-SN-10W-50K-D,4.74,
PAR30L-75WE-11WD27K-B40,4.54,
PAR30L-75WE-11WD50K-B40,4.54,
PAR38-120WE-15WD50K-B40,7.02,
PAR38-13W-30K-D,6.74,
PAR38-13W-50K-D,6.74,
PAR38-75WE-15WD27K-B36,7.02,
PC-B1,9.74,
PC-B1-W,10.74,
PC-B2,10.74,
PC-FS1,15.74,
PC-SM1,13.74,
PC-SM2,14.74,
PC-SMWS1,15.74,
PC-TWIST,14.74,
PH-GH360HBPRF-WC0,905.08,
PH-GH360HBPRX-WC0,898.63,
PH-GH360HBXRF-WC0,959.46,
PH-GH360HFSRF-WC0,943.34,
PH-GH360UBPRF-WC0,867.88,
PH-GH360UBPRX-WC0,861.43,
PH-GH360UBXRF-WC0,931.25,
PH-GH360UFSRF-WC0,909.04,
PH-GH600HBPRF-WC0,1096.19,
PH-GH600HBPRX-WC0,1089.95,
PH-GH600HBXRF-WC0,1179.2,
PH-GH600HFSRF-WC0,1146.62,
PH-GH600UBPRF-WC0,1035.46,
PH-GH600UBPRX-WC0,1029.22,
PH-GH600UBXRF-WC0,1118.46,
PH-GH600UFSRF-WC0,1085.89,
PH-MHF315130,304.57,
PH-SL1200UF-L,3468.64,"$2,608.00"
PH-SL600UF-L,1734.32,"$1,304.00"
PL-SQ12S-,281.96,
PL10H-835-BYP-LED,13.87,
PL10H-841-BYP-LED,13.87,
PL10H-850-BYP-LED,13.87,
PL10V-835-BYP-LED,13.87,
PL10V-841-BYP-LED,13.87,
PL10V-850-BYP-LED,13.87,
PL12-30K-BK,12.74,
PL12-30K-BN,13.74,
PL12-30K-WH,12.74,
PL12-3KIT-30K-BK,54.74,
PL12-3KIT-30K-BN,56.74,
PL12-3KIT-30K-WH,54.74,
PL12-3KIT-40K-BK,54.74,
PL12-3KIT-40K-BN,56.74,
PL12-3KIT-40K-WH,54.74,
PL12-3KIT-50K-BK,54.74,
PL12-3KIT-50K-BN,56.74,
PL12-3KIT-50K-WH,54.74,
PL12-40K-BK,12.74,
PL12-40K-BN,13.74,
PL12-40K-WH,12.74,
PL12-50K-BK,12.74,
PL12-50K-BN,13.74,
PL12-50K-WH,12.74,
PL12ADJ-30K-BK,20.74,
PL12ADJ-30K-WH,20.74,
PL12ADJ-40K-BK,20.74,
PL12ADJ-40K-WH,20.74,
PL12ADJ-50K-BK,20.74,
PL12ADJ-50K-WH,20.74,
PL12R-30K-WH,14.74,
PL12R-40K-WH,14.74,
PL12R-50K-WH,14.74,
PL12S-30K-WH,14.74,
PL12S-40K-WH,14.74,
PL12S-50K-WH,14.74,
PL13H-827-4P-LED,9.04,
PL13H-830-4P-LED,9.04,
PL13H-841-4P-LED,9.04,
PL13H-850-4P-LED,9.04,
PL13V-827-4P-LED,9.04,
PL13V-830-4P-LED,9.04,
PL13V-835-4P-LED,9.04,
PL13V-850-4P-LED,9.04,
PL2X240W,42.9,
PL2X450W,68.9,
PLC18HG24D-8-06P-P2-HB,167.66,
PLC18HG24Q-8-06P-P2-EB,167.76,
PLC18HGX23-8-06P-P2-HB,167.66,
PLC26HG24D-8-11P-P2-HB,193.2,
PLC26HG24Q-8-10P-P2-EB,193.2,
PLC26VSG24D-8-10P-P2-HB,453.6,
PLC26VSG24Q-8-09P-P2-EB,453.6,
PLF-100-50,258.7,
PLF-150-50,310.7,
PLF-30-50,85.8,
PLF-50-50,119.6,
PLL402G11-8-17P-P2-EB,334.32,
PLSGX23-8-5P5-P2-HB,167.66,
PRPT3,50.74,
PRPT4,50.74,
PRPT5,52.74,
PRSWMB90Z,43.75,
PRSWMBZ,28.75,
PSCC45020,21.32,
PSCC70025,30.68,
PSCCA4050,41.6,
PSR4,39.74,
PSS4C,18.74,
PSS4Q90HTZ,106.74,
PSS4Q90VTZ,264.74,
PSS4SVTZ,45.74,
PSS4T180HTZ,81.74,
PSS4T90HTZ,76.74,
PSS4TR90HTZ,90.74,
PSS4TRVTZ,282.23,
PSS4TVTZ,213.74,
PT2-180,93.74,
PT3-180,143.74,
PT4-090,218.74,
PT4-180,249.74,
QMP-100,444.22,
QMP-150,585.2,
QMP-200,712.88,
QMP-250,867.16,
QMP-300,1037.4,
QMP-50,303.24,
R4HT1S00BZ,28.2,
R4HT218BZ,42.56,
R4HT290BZ,39.9,
R4HT312BZ,49.21,
R4HT390BZ,49.21,
R4HT490BZ,57.19,
R60-SP2-180-D,24.92,
R60-SP2-90-D,24.92,
R60-SP3-120-D,28.7,
R60-SP3-90-D,28.7,
R60-SP4-90-D,32.48,
RC-100,22.68,
RCF61330W,27.93,
RCF61340W,27.93,$19.25
RCF61830W,29.26,$20.25
RCF61840W,29.26,$20.25
RCF81330W,32.25,
RCF81340W,32.35,$22.50
RCF81830W,33.58,$23.50
RCF81840W,33.58,$23.50
RDL2S-BF-27K,31.74,
RDL2S-BF-30K,31.74,
RDL2S-BF-35K,31.74,
RDL2S-BF-40K,31.74,
RDL2S-BF-50K,31.74,
RDL3-27K-WP,9.74,
RDL3-30K-WP,9.74,
RDL3-41K-WP,9.74,
RDL3-50K-WP,9.74,
RDL3S-ADJ-27K,36.74,
RDL3S-ADJ-30K,36.74,
RDL3S-ADJ-40K,36.74,
RDL3S-ADJ-50K,36.74,
RDL4-27K-WP,9.74,
RDL4-30K-WP,9.74,
RDL4-35K-WP,9.74,
RDL4-41K-WP,9.74,
RDL4-50K-WP,9.74,
RDL4-65K-WP,9.74,
RDL4-ADJ-27K,15.74,
RDL4-ADJ-30K,15.74,
RDL4-ADJ-41K,15.74,
RDL4-ADJ-50K,15.74,
RDL4-BF-27K,8.74,
RDL4-BF-30K,8.74,
RDL4-BF-35K,8.74,
RDL4-BF-41K,8.74,
RDL4-BF-50K,8.74,
RDL6-27K-WP,10.74,
RDL6-30K-WP,10.74,
RDL6-35K-WP,10.74,
RDL6-41K-WP,10.74,
RDL6-50K-WP,10.74,
RDL6-65K-WP,10.74,
RDL6-ADJ-27K,16.74,
RDL6-ADJ-30K,16.74,
RDL6-ADJ-41K,16.74,
RDL6-ADJ-50K,16.74,
RDL6-BF-27K,10.74,
